area_detail,ward_name
"near sheshamahaganapathi temple - 6th, 7th, 8th cross road",dharmarayaswamy temple ward
"aliamaprabhu road, near kamala nursing home",unknown
kamala nursing home road,banashankari temple ward
"kaveri nadi road, kavi kesha raja road, arkavathi road",unknown
"narmada nadi road, krishna nadi road, godavari nadi road",radhakrishna temple ward
"sindhu nadi road, brahmaputra nadi road, ganga nadhi road",unknown
"ballala road,chikkadevaraya road, shatavahanaru road, ridge portion",unknown
"ballala road,chikkadevaraya road, shatavahanaru road, onake obavva road, shivappa nayaka road down portion",unknown
"bsk ist stage srinagara, ananthmurty layout- 1,2 and 3 rd cross",unknown
"12th main, 13 th main,x 1st , 2nd,3rd, 4th cross kalappa block",unknown
"13th main, 11th cross, 9th, 10th,8th cross ,",unknown
"kalappa block 10th a main, 9th a main, 11th main, 8th cross, poornima studio near 8th and 7th cross",unknown
"srinagar(ramanjaneya road) main road- 3,4th main roads, bsk ist stage srinagara 5,6main roads",unknown
"bhuvaneshwari colony 1,2,3,4 and 5th cross roads",unknown
"ballala road,, brahmaputra nadi road, nethravathi nadi road,shivappa nayaka road",unknown
"rajkumara road, 5th main,krishna,yamuna ,sharavathi nadi road, pipe line main road",unknown
nagendra block 1st main to 4th main and raghavendra block 1st main to 4th main and krishappa layout,unknown
nagendra block 5th main to 8th main and raghavendra block 5th main to 8th main,unknown
nagendra block 9th main to11th main and raghavendra block 9th main to11th main and muneshwar block 13th main to 17th main left said,unknown
avalahalli bda park and  muneshwar block 12 th main to 17th main right siad,unknown
muneshwar block 17 th main 1st cross to 6th cross & 18 th main and 19th main and avalahalli 1st cross,unknown
vinoba colony 1st croos to 5th cross and gajendra nagar and muneshwar block 17th main 7th cross to 10 th cross,unknown
raghavendra block 12 th main 12 th cross to 8 th corss,unknown
"raghavendra block 12 th main 7 th cross, 11th main,9 th main, 10 th amin",unknown
"kalidasa layout 12, 13, 14 th main 1 st cros,, 2nd cross, 3 rd ross, 4th cross",unknown
ragavanagr 1st to 3 rd cross and byatarayanapura 1st a to ! st e main & near govt school,unknown
"ambedkar slum, boregowda slum, telecom layout, byataranapura near 58 bus stop",unknown
"girinagar avalahalli bda park and hemavathi road, kaveri road",unknown
girinagar 4 th phase and 2nd phase,girinagar
muneshwara block 20 th main to 25 th main,muneshwaranagar
girnagar 60 feet road and 80 feet road,unknown
verabadra nagara avalahalli bda park area,agrahara dasarahalli
sriranga nagar 1 st to 4 th cross,jayanagar east
"eeranna gudde, kasturiba slum, chmundeshwari nagar",rajarajeshwarinagar
"1st cross to 4th cross, ambedkar layout",hsr layout
"1st cross to 5th cross, telecom layout",unknown
7th cross to 11th cross telecom layout,hsr layout
"service road pipeline, vijayanagara",sanjaynagar
"1st cross, 3rd cross, pipeline",unknown
"4th cross to 9th cross, pipeline vijayanagar",unknown
"10th cross to 13th cross, pipe line, vijayanagar  (down part)",unknown
"10th cross to 13th cross, pipe line, vijayanagar  (up part)",unknown
14th cross to 15th cross pipe line,unknown
"padarayanapura road and kuvempu circle, pipeline vijayanagar",unknown
"8th, 9th, 9th a to 9th k main road, vijayanagar",unknown
"1st cross to 2nd cross, vijayanagar",vijaynagar
3rd cross to 7th cross hosahalli,hosahalli
"1st a main road to 4th main, hosahalli vijayanagar",maruthiseva nagar
"9th main road to 10th main road, vijayanagar",maruthiseva nagar
"5th main road to 9th main road, vijayanagar",maruthiseva nagar
"1st main road, 1st a cross to 1st b cross, near manuvana, vijayanagar",unknown
"13th cross, 11th and 12th main road, adi chunchanagiri college, binnylayout, vijaynagar",unknown
"1st main road, 4th main road, binny layout, vijayanagar",shanthala nagar
"5th a main road to 5th c main road, 6th main road to 6th c main road, hmapinagar",unknown
"14th cross road to railway paralell road, rpc layout, vijayanagar",unknown
"1st a main road to 1st d main road, binny layout vijayanagar",unknown
"12th & 13th cross, 1st a main road and 1st d main road, hampinagar",unknown
"15th main road, 17th main road, vijayanagar",maruthiseva nagar
"11th main road to 14th main road, vijayanagar",maruthiseva nagar
"1st cross to 7th cross, a.k.colony, hosahalli",unknown
"5th main road to 9th main, vijayanagar",maruthiseva nagar
"5th main road to 10th main road, vijayanagar",maruthiseva nagar
"1st cross to 7th cross, kavika layout",unknown
"1st cross to 6th cross, venkateshwara slum",unknown
"9th main road to 11th main road, service road, 9th a main road 9th e main road, hampinagr",unknown
"7th main road, 7th cross, 6th a,b,c, 5th a,b,c, 4th b cross, hampinagar",unknown
"5th main road, 6th a cross to 6th c cross, hampinagar",unknown
5th a cross to 5th c cross,unknown
"6th  main road, 5th a,b,c, 6th a, b, c cross road, rpc layout, hampinagar",unknown
"7th a main road, 7th c main road, kalyana layout",unknown
"8th main road, 4th cross to 6th cross,",unknown
"5th a main road, 5th c main road, 6th a to 6th c main road, 1st a cross to 1st c cross, remco layout",unknown
"3rd main road, 2nd cross, 7th main road",unknown
"7th main road, 7th a cross, 7th c cross, 8th main road, 8th cross road, 6th cross road to 6th b cross, new colony rpc layout",unknown
gopalpura,okalipuram
"kasturinagar, v.s.t.colony, avalamma chatra",unknown
7th cross to 11th cross,unknown
"cholurpalya 13th cross, p&t colony",unknown
"shankrappa garden, magadi road right side",shanthala nagar
"nagammanagar, nethajinagar, bhuvaneshwari nagar",rajarajeshwarinagar
"keshavanagar 1st cross. komal cabs road, gandhi statue road, old police station road to bettamma circle,",unknown
16th cross to 21st cross,unknown
"2nd cross to 7th cross, magadi road",maruthi mandira ward
"manjunath nagar, cholurpalya, 6th cross to 12th cross road, mallige thota",unknown
"k.p.agrahara, bhuvaneshwarinagar",rajarajeshwarinagar
"vidyaranya nagar, n.r.garden, manjunathnagar 1st cross road",unknown
"telecom layout 2 & 3rd cross, ward no. 157",unknown
"kasturiba nagar, 1st main road,1st cross, pipeline west",unknown
"kasturiba nagar, 2nd main road,2nd cross,",unknown
"pk quatres, 1st & 2nd lines",unknown
"3rd main, kasturibanagar, 3rd cross & 1st main, sai jewels",unknown
"kasturiba nagar, 4th  & 5th cross, 1st main road",unknown
"kasturiba nagar, marthas school road, 6th cross, 1st mainroad, 2nd main, 3rd cross, basaveshwara school road",unknown
"sanjaynagar, maramma temple, slum area, sanjaynagar slum, pipeline, kasturiba nagar",unknown
"sanjaynagar slum, manoj kargo opp, plywood godown",unknown
"kasturiban nagar, 7th cross",aramane nagar
"kasturiba nagar, 6th main, 5th cross, 4th main, 2nd main, 5 th 6th corss",unknown
"kasturiba nagar, 6th & 7th main full",kempapura agrahara
"kasturiba nagar, 2nd main, 3rd cross, 8 & 9thcross, basaweshwara school near",unknown
"manjunathnagar 4th to 7th cross, sunnichouk vishali school road, pipeline 4th to 6th cross",unknown
"hosaguddadahalli a cross, x councilor roads, ganapathis temple down, maruthinagar area",unknown
"hosaguddadahalli e,f,g,h cross, 4th cross, sharadamma home road (half)",unknown
"hosaguddadahalli, 3rd nd 4th cross, a,b,c,d,e cross",unknown
"hosaguddadahalli b a cross down, c cross down, d cross, t.b. krishna home road, balaji choultry road",unknown
"cable ramesh road, 2nd main road, arch road, 2nd cross, mahadeshwara temple road, hosaguddadahalli",unknown
"unity hospital, shamanna garden 9th cross, bwssb road, upto srikantappa building",unknown
"shamanna garden pipeline, 1st,2nd,5th cross",unknown
shamanna garden ahad medicals to ranganath provision store main road,unknown
"shamanna garden ahad medicals to 5 & 6th cross, railway parlar road",unknown
shamanna garden firaz home to bapujinagar mainroad,sampangiramnagar
"shamanna garden, bwssb main road, 6th, 7th & 8th cross",unknown
"shamanna garden, 3rd main, 5th cross",jayanagar east
"shamanna garden, 5th a main, 6th main, kudalath home road, upto complex and railway paral",unknown
"6th main down, shamanna garden",ganeshmandira ward
"from unity hospital to anwar godown, shamannanagar main road",unknown
"shamanna garden, 7th main half and 4th cross",unknown
"shamanna garden, 7th main 1st,2nd,3rd cross",unknown
"shamanna garden, 4th main, 4th cross, gafur home road, from anwar godown to meter wall",unknown
"shamanna garden, 6th main half, 5th main, 6th cross",unknown
"niveditha school road, ajmal home road, 7th cross, shamanna garden",unknown
"shamanna garden, 4th main, muthanjaneya swamy temple road",gali anjaneya swamy temple ward
"from srikantappa building 1st, 2nd main, 2nd cross, shobha tent, bapujinagar, 4th main, 4th cross, 6th main",unknown
hosakerehalli main road,hosakerehalli
"bytarayanapura, iyanna shetty layout, 1sst, 2nd, 3rd main road",unknown
ganapathinagar 1st to 5th cross,shakthiganapathi nagar
ganapathinagar 5th to 9th cross,shakthiganapathi nagar
"bytaryanapura apartment road, papanna mutton stall, a cross",unknown
"bytarayanapura mm road, k.v.k quatres, narasimahiah badavane, 1st to 5th cross",unknown
"bytarayanapura narasimaiah badavane 6th to 9th cross, sharadha school road and surroundings",unknown
bapujinagar 12th to 17th cross down,bapujinagar
bapujinagar 12th to 17th cross up,bapujinagar
"chowdappa layout, 4th main and crosses, 3rd main, 1st main, ananthanagar cross",unknown
"bapujinagar 3rd main road, 3rd a & b cross, 18th main road, handigudisalu slum place",unknown
"bapujinagar 2nd main road, 1st to 6th cross",bapujinagar
bapujinagar 5th mainroad and 1st to 4th cross,unknown
"5th main & 6th mainroad, kavika layout",kumaraswamy layout
"new kavika layout, 6,7,8,9th cross and slum place",unknown
"maruthinagar, 1st mainroad & service road, 7th to 9th cross, maruthinagar",unknown
"kavika layout, 7th to 9th cross",kumaraswamy layout
chandana layout,nandini layout
hanumantha nagar,hanumanthanagar
kebbehalla,hebbal
hanumantharayana palya,manorayanapalya
channappa layout,hsr layout
annapoorneshwari nagar   1st block and part of,basaveshwaranagar
"health layout,",hsr layout
kandaya nagara and annapoorneshwari nagara surrounding area,rajarajeshwarinagar
annaporrneshwarinagara 1st main and 2nd main,rajarajeshwarinagar
"part of health layout, part of hanumantha nagara and vtu surrounding area",unknown
"nagarabhavi 6th block, 2nd block (part by part) 5 hours each part",unknown
binny layout,hbr layout
"d' group layout, benachukalpalya, (s/stn glr)",garudacharpalya
chandrashekar layout 1st main and surrounding area,shanthala nagar
jayalakshmi layout/arunchalam layout/binny layout,kumaraswamy layout
"eranpalya / rhbcs e block, and c' block                                                          part of 'd' group layout",unknown
chandrashekar layout ganesha temple surrounding area,dharmarayaswamy temple ward
chandrashekar layout 2nd main and surrounding area,shanthala nagar
"part of iti layout, mpm layout, papareddy palya, vidhanasoudha layout, and gowramma layout, part of bayamma layout, part of d' group layout (near d' group park)",unknown
"kengute, honnappa layout, kk layout, part of iti layout near ward office, mines and geology layout, vidhanasoudha layout",unknown
mallathahalli village and ngef layout,nandini layout
9th block sri m.vishweshwaraiah layout,kumaraswamy layout
kadmba layout,hbr layout
balaji layout,hbr layout
ullal main road,hal airport
annapoorneswhari layout,nandini layout
press layout,hsr layout
bhel layout,hsr layout
jnanaganga nagar,ganganagar
jnana jyothi nagar,shanthinagar
gavipuram layout,kumaraswamy layout
"rhbcs iind stage, narasapura",lingarajapura
"1st block, 3rd block,4th block, 5th block,7th block, 8th block and janatha colony",unknown
"10th block, 11th block, ngef layout, nisarga orchids, pappareddypalya, 9th block 1st main to 8th main road",unknown
ramakrishna layout and malgala village,radhakrishna temple ward
kottige palya and surrounding area of narasimhainapalya,unknown
"12th block, 13th block, 14th block, vinayaka layout, sapthagiri layout, 9th block 9th main road to 14th main road",unknown
1st block to 6th block,unknown
7th block to 8th block,unknown
"9th block, bhavaninagar 2nd stage (rhbcs), balagi layout, hmt layout, raghavendra layout, nisarga layout, income tax layout",unknown
shirke flats,hsr layout
mts layout,hsr layout
"kavika layout,",nandini layout
bda jnanabharathi 1st block 9th cross to 12th cross,jnanabharathi ward
"80 feet road, hoysala circle 1st main road and surrounding area",unknown
"gandhi nagar, subhas nagar 1st main to 6th main",unknown
"nagadevanahalli, doddagollarahatti  and surrounding area",unknown
"bhuvaneshwari nagar, dubasipalya and surrounding area",unknown
"jnanabharathi 1st and 2nd block, forest layout, rr layout",jnanabharathi ward
amma ashrama and surrounding area,aramane nagar
mariyappana palya surrounding area,marappanahalli
"suncity, vinayaka nagar, sachidananda nagar, rabin theature",unknown
"and surrounding  area, bandematta, 7th main, kalikamba temple",banashankari temple ward
"subhas nagar, mini gandhinagar and surrounding area",unknown
"kengeri village (old kengeri) and kengeri sattallite town,",yelahanka satellite town
"mutharayanagar, isi,",muneshwaranagar
"income tax layout,binny layout, agromore layout",unknown
"gangodanahalli slum, 1st cross to 17th cross nayandanahalli ,metro layout",unknown
"chandralayout, 2nd stage, 2nd phase,2nd cross to11th cross",unknown
newincome tax layout,nandini layout
"hyosalanagara ,manasanagara",hoysalanagar
"chandralayout, 1st stage, 1st phase 11th cross to 17th cross",unknown
"bcc layout 1st stage and 2nd stage,venkateshvara layout ,nethaji layout,mico layout",unknown
"chandralayout, 2nd stage,bus dipo backside",unknown
"nayandanahalli,vinayaka layout,i.t.i layout,suvarna layout",unknown
"attiguppe, indira colony, viewers layout",nandini layout
"amarajothinagara,sampigelayout,saraswathinagara, gangadhar layout,k,h,b quatres",unknown
mc layout 20th cross to 17th cross,unknown
"bantara sanga,service road,marenahalli,vinayaka layout ,gkw layout, pf layout,bapuji layout basaveshwara layout, chikpete layout, hallidasa layout,mc layout, 21st cross and 22nd cross",unknown
"sports,nack,amd,law collage.",unknown
"viedo layout basaveshwara layout,chandralayout",basaveshwaranagar
"dwarakanagara,nisarga layout.",nandini layout
"skylon city and skylon tower,apartment",gali anjaneya swamy temple ward
"nagarabhavi village,n.g.f layout, isack",nagarabhavi
r.p.c layout 9th main to11th mainservice road,unknown
deepanjalalinagara1st part,deepanjali nagar
"part 1 deepanjalalinagara 2nd part, kavika layout 2)                                                            part 2 deepanjalalinagara 2nd part, kavika layout",unknown
"joythi nagara,maruthinagara,vidhyagiri layout",bharathinagar
"f.c.i layout, roshannagara,mysoreroad",c.v. ramannagar
"pantharapalya, mysore road",dharmarayaswamy temple ward
i.t.i layout mysore road,nandini layout
"jothinagara, hanumanthappa layout,mysore road",hanumanthanagar
"ranganath colony,flower garden,mysore road",unknown
"viyalli kaval,subanna garden,bapugi layout, k.p.a block",unknown
maruthi layout,hsr layout
9th main to 15th main mc layout,nandini layout
16th main to 19th main mc layout,nandini layout
"hucchappa l/o, shrinivasanagar,",shivanagar
pattegarapalya,mangammanapalya
"s.v.g nagar, kaveri l/o,",c.v. ramannagar
moodalapalya village,moodalapalya
byraveshwaranagar,basaveshwaranagar
kalyan nagar,jayanagar
coconut garden,s.k. garden
garden villas,s.k. garden
adarshanagar,padmanabhanagar
kanaka nagar,shanthala nagar
"annapoorneshwari nagar 1,2,3,4th cross",basaveshwaranagar
"panchasheelanagar 5th,6th,7th,8th cross",unknown
"annapoorneshwarinagar 5th,6th,7th,8th cross",basaveshwaranagar
"sanjeeninagar  7th cross,",sanjaynagar
"sanjeeninagar 6th, 7th, 8th cross,",sanjaynagar
shakthi garden,s.k. garden
"kalyan nagar 1st main road, 1st to 8th cross",unknown
"sanjeevinagar 2nd , 3rd, 4th, 5th cross",unknown
bhakthi lingeshwara nagar,basaveshwaranagar
sanjeevininagar 2nd cross,jeevanbhimanagar
amarjyothyinagar 1st to 6th cross,ramamurthynagar
housing board,srinagar
mc layout,btm layout
prashanth nagara,vasanthnagar
hvr layout,hsr layout
syndicate bank colony,yelahanka satellite town
sampige layout,hsr layout
kabadhi ground govindarajnagara,govindrajnagara
govindarajnagara,govindrajnagara
sampige layout  4th main to 1st cross,unknown
mc layout  14th cross to 7th cross,unknown
kaveripura ramchandra road industrial area,peenya industrial area
muneshwaranagara nandagokula high school,muneshwaranagar
rangananthpura 50%,anjanapura
nagarabhavi main road,nagarabhavi
corporation colony slum board,unknown
23 cross govindarajnagara slum,govindrajnagara
mc layout 2nd cross to 5th cross,unknown
"md block 1st cross to 5th cross,  vallipuram slum,  margosa road 6th cross to 11th cross, margosa road 10th cross to 18th cross, margosa road 4th main road",unknown
"malleshwaram south end road, 5th cross, 18th cross to 5th cross, rangaathapura 1st temple street to 6th temple street, coconut avenue road, swimming pool extension, vyalikaval, gayathri devi park, sudheendra nagar,  maruti badavane,  kodanda rama pura,  kodanda rama pura pipeline road 15th cross malleshwaram, dattatreya temple road",unknown
"4th main 6th cross to 11th cross, 5th to 8th main 13th cross, 12th to 14th main, east park road18th cross to 15th cross, west part road 15th cross to 1oth cross,",unknown
"bwssb staff quarters, bwssb offices, ccjf, central stores, borewell and pumping station division office, forest dept offices and staff quarters",unknown
"8th main to 11 th main,  13th cross  to 18th cross, 18th cross 6th main to 8th main",unknown
"brindavan nagar,  sbm colony, sundar nagar,   jp park, bk nagar from 14th cross up to 12th cross,  lic colony, ms ramaiah colony",unknown
"mathikere a, b, c, d cross, netaki circle, netaji nagar, mathikere village, subbaiah hospital",unknown
"hmt layout, mohan kumar nagar, lcr school, bombay dyeing showroom area",unknown
"yeshwanthapura, bk nagar,
ln pura, railway parallel road
bandappa garden, sheriff slum
gayatri slum",unknown
yeshwanthapura railway station,yeshwanthpur
"chennigappa layout,  sahni temple,  kn extension - gokula 1st cross to 9th cross",unknown
"subedar palya, diwanara palya
1st cross to 9th cross, triveni road
harake anjaneya temple
vinayaka slum",unknown
"subramanya nagar 1st cross, dodda rama mandira, ad block, gandhi grama,",unknown
"gayatri nagar- doddarama mandira, sudha wine store",srirammandira ward
gayatri nagar - ln pura - nagappa block 1st to 4th cross,unknown
gayatri nagar - ln pura - nagappa block 5th to 8th cross,unknown
maruti extension 1st to 4th cross,unknown
maruti extension 5th to 7th cross,unknown
mariappana palya 1st cross to 6th cross,gurappanapalya
"swatantra palya, swatantra palya 1st cross to 7th cross, srirama temple, goutham nagar, ambedkarnagar 1st cross to 7th cross, hanumatha pura, christian pura, christian colony, dayananda nagar, robertson pet, ramachandrapura, jain temple road, bashyam park grave yard to masjid area, selvi nagar, arun theater, kalappa block",unknown
okalipura  from sujatha theater main road to storm water drain kalappa block new extension,unknown
sarakki main road (main valve) filed offices opposite,unknown
"ragavendra swamy temple opposite  24th main, (main valve)",gali anjaneya swamy temple ward
"near aarvinda school , 9th cross",unknown
sarakki slum near sarangadhara apartments,konena agrahara
"13th cross, j.p nagara",j.p.nagar
annayappa layout j.p nagar,shanthala nagar
near s.k nataraj house,a. narayanapura
"12th a cross, near  bbmp hospital",unknown
"11th 'b' cross, 32nd main, j.p nagar",aramane nagar
"13th cross, 32nd main  j.p nagara",aramane nagar
"15th cross, 33rd main  j.p nagar",c.v. ramannagar
shakambari nagar ( kaveri 1st phase),shakambarinagar
"7th cross, shakambari nagar ,35th main",shakambarinagar
sarakki near oxford college,sarakki
"25th main, 9th cross, j.p nagar",hanumanthanagar
"29th main, 9th cross, j.p nagar",hanumanthanagar
sarakki near vegetable market ( kaveri 1st phase),unknown
"l n temple road ( 3rd cross,4th cross,6th cross)",unknown
"l n temple road ( 1st cross, 2nd cross,3rd cross))",unknown
"l n temple road 5th cross, papareddy layout, slum area",unknown
"vasanta layout, vagdevi school road - 1st to 5th cross",unknown
laxmi layout 2nd cross to 5th cross,unknown
bhuvaneshwari layout ( 12 nd to 14th cross),unknown
muneshwara layout,muneshwaranagar
saptagiri layout b main road and 1st phase,sampangiramnagar
saptagiri layout 2nd phase,nandini layout
"satyam street ( 1st cross, 2nd cross)",unknown
"rajashree layout ( 6, 7 and 8th cross, 6th a and 7th a cross)",unknown
bhuvaneshwari layout ( 1st to 7th cross),hsr layout
rajashree layout and laxmi layout ( 6th cross to 12th cross),unknown
saptagiri layout a1 block,hsr layout
saptagiri layout a2 block,hsr layout
munekolala circle main road bus stand 1st and 2nd cross,unknown
"manjunath layout ( 3, 4, 5, 6thcross)",unknown
"manjunath layout ( 7, 8, 8 a, 8th b cross)",unknown
l n temple main road ( 7th a main),gali anjaneya swamy temple ward
venkateshwara layout ( 1st to 8th cross),unknown
isro layout( 1 to 3rd cross),hsr layout
"canara layout ( 1st cross, 2nd cross, main road)",unknown
"majunath layout extension ( 1 to 3rd cross, main road)",unknown
"manjunath layout ( 9th cross, 9th main, 9th a, 10th cross)",unknown
"manjunath layout ( 10th a cross, 111th cross, 12th cross, main road)",unknown
"sai baba layout ( 1st to 3rd cross, 1st a cross, 2nd a cross)",unknown
sai baba layout ( 4th to 111th cross),unknown
"manjunath layout ( 13th, 14th cross)",unknown
green garden layout main road,nandini layout
sai baba layout 4th a cross,kumaraswamy layout
sai baba layout - 2nd phase,kumaraswamy layout
green garden layout,nandini layout
raghavendra layout,hsr layout
victorian medhouse,unknown
gulmohar enclave road,marenahalli
silver spring layout main road,hsr layout
p r layout - 3rd a cross,hsr layout
"p r layout- 1, 2nd, 3rd b croos",unknown
ayyappa layout - 5th cross,kumaraswamy layout
"ayyappa layout - 4th cross, 3rd cross, 2nd cross, 1st cross",unknown
ckb layout,hbr layout
msr layout- 1st cross,hsr layout
"bulk consumption- indicube, cessna, new horizon, prestige sunside",unknown
"bulk consumption- ilife, rmz, adarsha, intel, global techpark",unknown
veerappa reddy layout,kumaraswamy layout
rainbow layout,nandini layout
vinayaka layout,nandini layout
manjunath layout,hsr layout
papayya garden,sanjaynagar
sokamma l/o,dommalur
pattte l/o,puttenahalli
lilly lane l/o,ullalu
maruti l/o,maruthiseva nagar
shantiniketan l/o,shanthinagar
gayatri l/o,gayathrinagar
"byrappa layout, brooke bond",hbr layout
sai layout,hsr layout
inner circle and outer circle,unknown
karimariyamma temple street,dharmarayaswamy temple ward
dodsworth layout,hsr layout
prashanth layout,kumaraswamy layout
ecc road,herohalli
brindavan layout and vinayaka layout,nandini layout
"mytri layout, patalamma layout, muneshwara nagara",muneshwaranagar
1st cross to 5th cross ayyappanagar 1st  block,unknown
ayyappanagar 4th block and cross roads,jayanagar east
hoodi village 1st cross to 5th cross and surrounding roads,unknown
ayyappanagar 1st block and cross roads,jayanagar east
thigalarapalya and surrounding roads,chikkallasandra
5th cross to10th cross ambedkar ghutta,unknown
anugaraha layout and surrounding roads,kumaraswamy layout
ayyappanagar 2nd block and cross roads,jayanagar east
shanti nagar/ anugraha layout,shanthinagar
ayyappa nagar om shakti layout,jayanagar east
ayyappa nagar 3rd and 4th block and cross roads,unknown
ayyappa nagar 3rd block and cross roads,jayanagar east
"aecs layout - c block, thippa reddy layout, srinivasa reddy layout",unknown
aecs - e & d block,unknown
aecs a & b block,unknown
"vaikuntam layout, lakshmi narayanapura",a. narayanapura
hanumantha layout,hanumanthanagar
friends layout,hsr layout
"7, 8 & 9th cross chinnappanahalli",marappanahalli
"vinayaka layout, v narayana reddy layout, doddanekkundi extension",unknown
ferns city,unknown
chinnappanahalli 1st cross upto 6th 'c' cross,unknown
"maruthi nagar, earappa reddy layout, kodanda rama reddy layout.",unknown
hemanth nagar,shanthinagar
rj garden,s.k. garden
kundhalahalli colony,kadugondanahalli
kundalahalli village,kadugondanahalli
ashwath nagara,vasanthnagar
"hoodi- basavannanagar road, nagappa layout, thimmareddy industrial layout, thimma reddy layout, rajhalakshmi layout, satya sai layout, sv layout, puttanna layout, srinivasa reddy layout",unknown
"basavanna nagar, maruthi layout, sundaram reddy layout, ganesh reddy layout",unknown
seetharam palya,ramaswamy palya
"maheshwari nagar, panchaythi layout, ambedkarnagar, ramakka layout, church road",unknown
"chikkanna layout, vst layout",chikkallasandra
"lakshmi sagar , rhb colony",lakshmidevinagar
"ramanjaneyya layout, kanaka layout",manorayanapalya
"muthkurappa layout, shetty layout",kumaraswamy layout
"papareddy layout, three temples road",dattathreya temple
nagappa layout,nandini layout
garudacharpalya thotha,garudacharpalya
"kanegalu, mani layout",nandini layout
"kaveri nagara 1st main, pilla reddy  road to new mashan road 2nd cross, society road",unknown
"vinayaka layout 1st cross, mariyamma temple 2nd & 3rd cross, ayyappa temple - 5 roads, muthu mariyamma temple",unknown
"vinayaka layout 4th cross masjid road,",unknown
"chowdeswari temple - 2 roads,  old mashan road,  urdu school - 3 roads",unknown
"om shakthi layout, krishna temple road.",radhakrishna temple ward
"muneshwara temple road, akkamma road, muniyappa road, airtel office road, yellappa office road, pendal road",unknown
"shani mahatma road, venkat house to akkamma road, palm oil road, om shakthi road - 2 roads",unknown
"pattandur agrahara, white field",kempapura agrahara
chinanna layout hebbal,nandini layout
gangamma layout,btm layout
gangamma layout 1st cross,nandini layout
nallappa layout,nandini layout
guddahalli ashwath katte,kadumalleshwara
nagenhalli church,gangenahalli
"ayyappa swami layout,  cholanayakana halli",kacharakanahalli
tent road hebbal,hebbal
sunrise colony,hsr layout
guddahalli main road 1st part,hal airport
hebbal a block,hebbal
nagenhalli main road 1st part,hal airport
nagenhalli main road,gangenahalli
guddahalli main road ragi mission,maruthi mandira ward
kunthi grama a block,koramangala
kempanna layout guddahalli circle,kempapura agrahara
koli angadi hebbal,hebbal
kempanna layout nagenhalli,vishwanathnagenahalli
cil layout,hsr layout
guddahalli main road 3rd part,hal airport
ashwath katte road hebbal,vishwanathnagenahalli
guddahalli main road 4th part,hal airport
subramanya nagar hebbal,subramanyanagar
shivashankara block 4th cross hebbal,banashankari temple ward
sadanna bayanna layout hebbal,nandini layout
neeru bhavi kempanna layout,kumaraswamy layout
indra block hebbal,hebbal
4th cross babu reddy layout,hsr layout
babu reddy layout 5th cross bakery road,unknown
5th cross babu reddy layout,hsr layout
"vijay bharti school 8,9th cross",jnanabharathi ward
"vijay bharti school 6, 7th cross",jnanabharathi ward
vijay bharti school 1 to 5th cross,unknown
varadaraja road,maruthi mandira ward
narasimha swamy temple,dharmarayaswamy temple ward
2nd cross babu reddy layout,hsr layout
3rd cross babu reddy layout,hsr layout
"kanaka nagar 6th cross to 10th ""a"" cross",unknown
thomas school road 1st cross,unknown
bhuvaneshwari nagar vck angadi valve,muneshwaranagar
tempo stand kanakanagar,padmanabhanagar
pavitra bar main valve 2nd cross kanakanagar,basaveshwaranagar
kushalappa layout,kumaraswamy layout
chandra hardware 5th a cross,chowdeshwari ward
bhuvaneshwari nagar mk traders,muneshwaranagar
bhuvaneshwari nagar kalpita bar road,muneshwaranagar
bhuvaneshwari nagar 9th cross,muneshwaranagar
bhuvaneshwari nagar 5th cross medical,muneshwaranagar
bhuvaneshwari nagar 9 11 12 13th cross(godown road),unknown
amb school down 4th cross,unknown
10th cross dental valve,unknown
7th cross smh store,unknown
bhuvaneshwari nagar bakery road,muneshwaranagar
kanaka nagar 14th to 17th cross(udupi hotel valve),unknown
kanaka nagar 18th cross to 21st cross,unknown
kanakanagar 3rd cross devi bar,jayanagar east
"kanakanagar 6, 7th cross alphonso church",unknown
bhuvaneshwari nagar 3rd cross part 2,muneshwaranagar
bhuvaneshwari nagar 3rd cross part 1,muneshwaranagar
bhuvaneshwari nagar 4th cross,muneshwaranagar
kanakanagar 1st cross d to h block,jayanagar east
bilal masidi kanakanagar,subramanyanagar
1st cross c block ganapathi devastana,shakthiganapathi nagar
1st cross a to c block kanakanagar,hoysalanagar
1st cross jhopdi bhuvaneshwari nagar,chowdeshwari ward
ann maria school bhuvaneshwari nagar,rajarajeshwarinagar
kanakanagar 6th cross,ganganagar
bhuvaneshwari nagar 4th cross (bombay tailors),muneshwaranagar
amb school 4th a cross,jnanabharathi ward
14th a cross med plus valve,unknown
amarjyothi layout 2  3 & 4th main road,unknown
anand nagar 1st block 1st step,jayanagar east
anandnagar 1st block 2nd step,jayanagar east
gundappa rdddy layout,kumaraswamy layout
amarjyothi layout 2nd main road kupparaju school,maruthi mandira ward
ags colony 5th main road,vasanthapura
msh layout,hsr layout
sbm 1st main road,bommanahalli
sbm layout,btm layout
venugopal layout,nandini layout
traffic police station main valve,unknown
ags colony 2.3.4th cross,unknown
vasanatappa block rbi colony,vasanthapura
sbm 3rd cross road,unknown
sbm 4th main valve,bommanahalli
ags colony right side,unknown
narayan reddy main valve,nayandanahalli
seetappa layout 1st main cholanayakanahalli,kacharakanahalli
seetappa layout acharya college road,yelahanka satellite town
seetappa layout tank road,hsr layout
seetappa layout 2nd cross behind dental college,unknown
